BU_CODE,pop,hh,p_hh_low_income,p_hh_lowest_20,p_hh_highest_40,cars_per_hh,nr_w_migr,nr_nw_migr,avg_inc_per_res,area_total,area_land,pop_density,house_price,nr_hh_low_income,1-nr_hh_low_income,nr_hh_lowest_20,nr_hh_highest_40,nr_migr,nr_dutch,p_w_migr,p_nw_migr,p_dutch,p_migr
BU03638603,840,540,0.039,0.39799999999999996,0.20800000000000002,0.4,245,145,,0.32,0.27,3080.0,335,21.06,518.94,214.92,112.32000000000001,390,450,0.2916666666666667,0.17261904761904762,0.5357142857142857,0.4642857142857143
BU03638604,695,265,0.222,0.642,0.075,0.6,35,565,,0.09,0.09,8087.0,221,58.83,206.17000000000002,170.13,19.875,600,95,0.050359712230215826,0.8129496402877698,0.1366906474820144,0.8633093525179856
BU03638605,1115,985,0.01,0.461,0.09699999999999999,0.1,485,385,,0.18,0.18,6202.0,275,9.85,975.15,454.08500000000004,95.54499999999999,870,245,0.4349775784753363,0.3452914798206278,0.21973094170403587,0.7802690582959642
BU03638700,2645,1650,0.037000000000000005,0.35700000000000004,0.223,0.4,905,740,41.0,0.26,0.25,10790.0,363,61.05000000000001,1588.95,589.0500000000001,367.95,1645,1000,0.34215500945179583,0.27977315689981097,0.3780718336483932,0.6219281663516069
BU03638701,1270,555,0.09699999999999999,0.316,0.382,0.6,290,445,,0.18,0.14,8808.0,552,53.834999999999994,501.165,175.38,212.01,735,535,0.2283464566929134,0.35039370078740156,0.421259842519685,0.5787401574803149
BU03638702,1555,785,0.17,0.642,0.102,0.4,260,740,,0.18,0.17,9090.0,254,133.45000000000002,651.55,503.97,80.07,1000,555,0.16720257234726688,0.4758842443729904,0.35691318327974275,0.6430868167202572
BU03638703,3430,2040,0.152,0.611,0.107,0.4,730,1470,26.2,0.34,0.32,10638.0,245,310.08,1729.92,1246.44,218.28,2200,1230,0.21282798833819241,0.42857142857142855,0.358600583090379,0.641399416909621
BU03638704,575,525,0.413,0.9620000000000001,0.0,0.1,40,355,,0.42,0.42,1388.0,93,216.825,308.175,505.05000000000007,0.0,395,180,0.06956521739130435,0.6173913043478261,0.3130434782608696,0.6869565217391305
BU03638705,1090,945,0.091,0.759,0.035,0.1,430,275,,0.12,0.11,9668.0,166,85.995,859.005,717.255,33.075,705,385,0.3944954128440367,0.25229357798165136,0.3532110091743119,0.6467889908256881
BU03638800,80,55,,,,,40,40,,0.65,0.61,132.0,,,,,,80,0,0.5,0.5,0.0,1.0
BU03638801,960,435,0.024,0.166,0.42,1.0,190,170,,0.12,0.11,8463.0,398,10.44,424.56,72.21000000000001,182.7,360,600,0.19791666666666666,0.17708333333333334,0.625,0.375
BU03638802,165,90,,,,0.7,35,10,,2.27,1.3,127.0,,,,,,45,120,0.21212121212121213,0.06060606060606061,0.7272727272727273,0.2727272727272727
BU03638803,255,115,0.049,0.261,0.45,1.4,40,55,,0.86,0.79,323.0,752,5.635,109.365,30.015,51.75,95,160,0.1568627450980392,0.21568627450980393,0.6274509803921569,0.37254901960784315
BU03638804,3125,1270,0.065,0.307,0.305,0.9,455,1190,28.3,0.37,0.35,9040.0,346,82.55,1187.45,389.89,387.34999999999997,1645,1480,0.1456,0.3808,0.4736,0.5264
BU03638805,3155,1440,0.05,0.35100000000000003,0.25,0.8,445,970,29.6,0.48,0.44,7201.0,358,72.0,1368.0,505.44000000000005,360.0,1415,1740,0.1410459587955626,0.3074484944532488,0.5515055467511886,0.44849445324881143
BU03638806,1075,645,0.077,0.49,0.15,0.6,250,355,,0.08,0.08,13004.0,289,49.665,595.335,316.05,96.75,605,470,0.23255813953488372,0.3302325581395349,0.4372093023255814,0.5627906976744186
BU03638807,2325,895,0.019,0.13699999999999998,0.46799999999999997,1.0,390,575,,0.23,0.22,10799.0,381,17.005,877.995,122.61499999999998,418.85999999999996,965,1360,0.16774193548387098,0.24731182795698925,0.5849462365591398,0.4150537634408602
BU03638808,2120,915,0.064,0.316,0.22699999999999998,0.8,400,660,,0.26,0.23,9336.0,365,58.56,856.44,289.14,207.70499999999998,1060,1060,0.18867924528301888,0.3113207547169811,0.5,0.5
BU03638809,685,320,0.065,0.299,0.29600000000000004,1.1,80,40,,0.61,0.54,1272.0,361,20.8,299.2,95.67999999999999,94.72000000000001,120,565,0.11678832116788321,0.058394160583941604,0.8248175182481752,0.17518248175182483
BU03638900,3255,1690,0.127,0.621,0.079,0.5,525,1565,21.0,0.37,0.36,9084.0,271,214.63,1475.37,1049.49,133.51,2090,1165,0.16129032258064516,0.4807987711213518,0.3579109062980031,0.642089093701997
BU03638901,3560,1995,0.125,0.57,0.115,0.4,720,1665,24.6,0.31,0.29,12069.0,230,249.375,1745.625,1137.1499999999999,229.425,2385,1175,0.20224719101123595,0.46769662921348315,0.3300561797752809,0.6699438202247191
BU03638902,2990,1325,0.159,0.532,0.156,0.5,370,1805,22.8,0.32,0.31,9794.0,322,210.675,1114.325,704.9000000000001,206.7,2175,815,0.12374581939799331,0.6036789297658863,0.2725752508361204,0.7274247491638796
BU03638903,830,675,0.313,0.919,0.009000000000000001,0.1,165,310,,0.3,0.29,2872.0,328,211.275,463.725,620.325,6.075000000000001,475,355,0.19879518072289157,0.37349397590361444,0.42771084337349397,0.572289156626506
BU03639000,4565,2770,0.08,0.467,0.18899999999999997,0.5,1340,1115,37.3,0.46,0.46,10029.0,345,221.6,2548.4,1293.5900000000001,523.53,2455,2110,0.29353778751369114,0.244249726177437,0.46221248630887185,0.5377875136911281
BU03639002,3775,2100,0.069,0.42,0.18899999999999997,0.5,1020,1135,33.8,0.54,0.5,7513.0,349,144.9,1955.1,882.0,396.8999999999999,2155,1620,0.27019867549668874,0.30066225165562915,0.4291390728476821,0.5708609271523178
BU03639003,4075,2345,0.09,0.499,0.226,0.6,1010,875,38.1,0.75,0.7,5839.0,417,211.04999999999998,2133.95,1170.155,529.97,1885,2190,0.24785276073619633,0.2147239263803681,0.5374233128834356,0.4625766871165644
BU03639004,65,30,,,,,15,5,,1.32,0.76,88.0,,,,,,20,45,0.23076923076923078,0.07692307692307693,0.6923076923076923,0.3076923076923077
BU03639008,1015,530,0.053,0.37,0.344,0.8,310,145,,0.27,0.24,4198.0,749,28.09,501.91,196.1,182.32,455,560,0.3054187192118227,0.14285714285714285,0.5517241379310345,0.4482758620689655
BU03639009,20,10,,,,,15,5,,0.21,0.19,121.0,,,,,,20,0,0.75,0.25,0.0,1.0
BU03639100,780,390,0.075,0.317,0.244,0.7,215,165,,0.14,0.13,5916.0,466,29.25,360.75,123.63,95.16,380,400,0.27564102564102566,0.21153846153846154,0.5128205128205128,0.48717948717948717
BU03639101,3240,1950,0.113,0.527,0.135,0.5,690,1040,30.8,0.3,0.29,11261.0,348,220.35,1729.65,1027.65,263.25,1730,1510,0.21296296296296297,0.32098765432098764,0.4660493827160494,0.5339506172839507
BU03639102,3880,2165,0.077,0.45799999999999996,0.212,0.6,1130,1010,37.0,0.64,0.61,6374.0,444,166.70499999999998,1998.295,991.5699999999999,458.97999999999996,2140,1740,0.2912371134020619,0.2603092783505155,0.4484536082474227,0.5515463917525774
BU03639103,10,5,,,,,0,5,,0.62,0.5,24.0,,,,,,5,5,0.0,0.5,0.5,0.5
BU03639200,20,15,,,,,10,10,,0.34,0.34,58.0,,,,,,20,0,0.5,0.5,0.0,1.0
BU03639201,50,45,,,,,35,15,,0.8,0.78,66.0,,,,,,50,0,0.7,0.3,0.0,1.0
BU03639202,20,15,,,,,10,10,,0.99,0.93,26.0,,,,,,20,0,0.5,0.5,0.0,1.0
BU03639203,430,405,0.184,0.958,0.005,0.4,50,175,,0.38,0.35,1231.0,79,74.52,330.48,387.99,2.025,225,205,0.11627906976744186,0.4069767441860465,0.47674418604651164,0.5232558139534884
BU03639204,0,0,,,,,0,0,,0.36,0.36,,,,,,,0,0,,,,
BU03639205,35,0,,,,,5,25,,0.8,0.77,46.0,,,,,,30,5,0.14285714285714285,0.7142857142857143,0.14285714285714285,0.8571428571428571
BU03639206,150,70,,,,0.4,20,45,,1.61,1.46,103.0,,,,,,65,85,0.13333333333333333,0.3,0.5666666666666667,0.43333333333333335
BU03639300,5240,3045,0.20600000000000002,0.6709999999999999,0.039,0.4,595,3665,21.0,0.5,0.5,10522.0,180,627.2700000000001,2417.73,2043.1949999999997,118.755,4260,980,0.11354961832061068,0.6994274809160306,0.18702290076335878,0.8129770992366412
BU03639301,3455,1990,0.185,0.632,0.057,0.4,440,2395,21.8,0.32,0.32,10732.0,192,368.15,1621.85,1257.68,113.43,2835,620,0.12735166425470332,0.6931982633863966,0.17945007235890015,0.8205499276410999
BU03639302,1975,1660,0.23399999999999999,0.9470000000000001,0.003,0.1,475,980,,0.28,0.27,7415.0,56,388.44,1271.56,1572.0200000000002,4.98,1455,520,0.24050632911392406,0.4962025316455696,0.26329113924050634,0.7367088607594937
BU03639303,3855,1680,0.13,0.475,0.152,0.6,290,3020,21.7,0.23,0.22,17424.0,264,218.4,1461.6,798.0,255.35999999999999,3310,545,0.07522697795071336,0.7833981841763943,0.14137483787289234,0.8586251621271076
BU03639304,1430,875,0.276,0.82,0.009000000000000001,0.4,230,1055,,0.43,0.43,3359.0,166,241.50000000000003,633.5,717.5,7.875000000000001,1285,145,0.16083916083916083,0.7377622377622378,0.10139860139860139,0.8986013986013986
BU03639305,1620,950,0.235,0.784,0.02,0.2,195,1130,,0.2,0.2,7958.0,193,223.25,726.75,744.8000000000001,19.0,1325,295,0.12037037037037036,0.6975308641975309,0.18209876543209877,0.8179012345679012
BU03639306,3100,1555,0.23,0.664,0.052000000000000005,0.4,250,2520,17.2,0.2,0.2,15809.0,193,357.65000000000003,1197.35,1032.52,80.86000000000001,2770,330,0.08064516129032258,0.8129032258064516,0.1064516129032258,0.8935483870967742
BU03639307,2555,1300,0.261,0.72,0.034,0.3,205,1955,16.0,0.29,0.27,9617.0,198,339.3,960.7,936.0,44.2,2160,395,0.08023483365949119,0.7651663405088063,0.15459882583170254,0.8454011741682974
BU03639308,200,100,,,,0.8,45,80,,0.12,0.11,1842.0,366,,,,,125,75,0.225,0.4,0.375,0.625
BU03639309,715,295,0.08,0.42200000000000004,0.24600000000000002,0.7,65,560,,0.07,0.07,10354.0,279,23.6,271.4,124.49000000000001,72.57000000000001,625,90,0.09090909090909091,0.7832167832167832,0.1258741258741259,0.8741258741258742
BU03639310,0,0,,,,,0,0,,0.51,0.45,,,,,,,0,0,,,,
BU03639400,2195,880,0.087,0.425,0.257,0.7,250,1465,,0.32,0.31,7173.0,316,76.55999999999999,803.44,374.0,226.16,1715,480,0.11389521640091116,0.6674259681093394,0.21867881548974943,0.7813211845102506
BU03639401,3735,1905,0.122,0.507,0.141,0.6,405,2800,24.3,0.43,0.4,9231.0,259,232.41,1672.59,965.835,268.60499999999996,3205,530,0.10843373493975904,0.749665327978581,0.14190093708165996,0.85809906291834
BU03639402,2290,1280,0.244,0.746,0.027000000000000003,0.3,190,1820,,0.17,0.14,16179.0,197,312.32,967.6800000000001,954.88,34.56,2010,280,0.08296943231441048,0.7947598253275109,0.1222707423580786,0.8777292576419214
BU03639403,2625,1625,0.233,0.741,0.022000000000000002,0.4,230,1880,18.7,0.22,0.21,12460.0,168,378.625,1246.375,1204.125,35.75000000000001,2110,515,0.08761904761904762,0.7161904761904762,0.1961904761904762,0.8038095238095239
BU03639404,1005,465,0.125,0.527,0.102,0.7,85,645,,0.22,0.2,4927.0,219,58.125,406.875,245.055,47.43,730,275,0.0845771144278607,0.6417910447761194,0.2736318407960199,0.7263681592039801
BU03639405,2415,1305,0.22,0.688,0.038,0.3,215,1775,,0.16,0.16,15091.0,177,287.1,1017.9,897.8399999999999,49.589999999999996,1990,425,0.08902691511387163,0.7349896480331263,0.17598343685300208,0.8240165631469979
BU03639406,1335,555,0.10300000000000001,0.381,0.201,0.7,105,995,,0.2,0.18,7441.0,299,57.165000000000006,497.835,211.455,111.555,1100,235,0.07865168539325842,0.7453183520599251,0.1760299625468165,0.8239700374531835
BU03639407,1460,615,0.126,0.46,0.156,0.7,80,1155,,0.17,0.15,9451.0,261,77.49,537.51,282.90000000000003,95.94,1235,225,0.0547945205479452,0.791095890410959,0.1541095890410959,0.8458904109589042
BU03639408,1750,780,0.10300000000000001,0.42,0.135,0.7,140,1375,,0.13,0.12,14567.0,269,80.34,699.66,327.59999999999997,105.30000000000001,1515,235,0.08,0.7857142857142857,0.13428571428571429,0.8657142857142858
BU03639409,3185,1980,0.086,0.508,0.13,0.6,590,1045,29.1,0.97,0.87,3675.0,222,170.27999999999997,1809.72,1005.84,257.40000000000003,1635,1550,0.18524332810047095,0.3281004709576138,0.48665620094191525,0.5133437990580848
BU03639410,2180,1205,0.163,0.584,0.105,0.6,270,1240,,0.6,0.49,4413.0,230,196.41500000000002,1008.585,703.7199999999999,126.52499999999999,1510,670,0.12385321100917432,0.5688073394495413,0.3073394495412844,0.6926605504587156
BU03639411,330,130,0.033,0.17600000000000002,0.336,0.9,30,225,,0.15,0.14,2410.0,,4.29,125.71,22.880000000000003,43.68,255,75,0.09090909090909091,0.6818181818181818,0.22727272727272727,0.7727272727272727
BU03639412,1775,1035,0.33399999999999996,0.797,0.016,0.3,85,1535,,0.08,0.08,22290.0,134,345.68999999999994,689.3100000000001,824.8950000000001,16.56,1620,155,0.04788732394366197,0.8647887323943662,0.08732394366197183,0.9126760563380282
BU03639413,3145,1710,0.207,0.6759999999999999,0.043,0.3,430,2135,18.0,0.26,0.24,13086.0,199,353.96999999999997,1356.03,1155.9599999999998,73.53,2565,580,0.13672496025437203,0.6788553259141494,0.18441971383147854,0.8155802861685215
BU03639500,2860,1745,0.071,0.466,0.08800000000000001,0.6,560,975,29.3,0.76,0.69,4141.0,201,123.895,1621.105,813.1700000000001,153.56,1535,1325,0.1958041958041958,0.3409090909090909,0.4632867132867133,0.5367132867132867
BU03639501,20,10,,,,,0,5,,0.85,0.72,32.0,,,,,,5,15,0.0,0.25,0.75,0.25
BU03639502,35,15,,,,,5,5,,1.34,0.78,46.0,,,,,,10,25,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857
BU03639600,2915,1485,0.23600000000000002,0.722,0.026000000000000002,0.3,190,2115,15.1,0.35,0.35,8322.0,160,350.46000000000004,1134.54,1072.17,38.61000000000001,2305,610,0.06518010291595197,0.725557461406518,0.20926243567753003,0.79073756432247
BU03639601,4305,2045,0.19699999999999998,0.636,0.053,0.4,270,3300,17.2,0.37,0.37,11652.0,196,402.86499999999995,1642.135,1300.6200000000001,108.38499999999999,3570,735,0.0627177700348432,0.7665505226480837,0.17073170731707318,0.8292682926829268
BU03639602,2510,1160,0.067,0.345,0.174,0.9,325,1075,,0.67,0.63,4010.0,267,77.72,1082.28,400.2,201.83999999999997,1400,1110,0.1294820717131474,0.42828685258964144,0.44223107569721115,0.5577689243027888
BU03639603,2035,1035,0.17,0.561,0.078,0.5,240,1280,,0.25,0.24,8532.0,215,175.95000000000002,859.05,580.6350000000001,80.73,1520,515,0.11793611793611794,0.628992628992629,0.25307125307125306,0.7469287469287469
BU03639604,1455,910,0.139,0.643,0.049,0.4,190,845,,0.19,0.18,7925.0,186,126.49000000000001,783.51,585.13,44.59,1035,420,0.13058419243986255,0.5807560137457045,0.28865979381443296,0.711340206185567
BU03639605,2460,1300,0.128,0.586,0.099,0.6,235,1545,,0.25,0.25,10026.0,200,166.4,1133.6,761.8,128.70000000000002,1780,680,0.09552845528455285,0.6280487804878049,0.2764227642276423,0.7235772357723578
BU03639606,2570,1230,0.11,0.449,0.147,0.7,345,1235,24.5,0.63,0.58,4420.0,250,135.3,1094.7,552.27,180.81,1580,990,0.13424124513618677,0.4805447470817121,0.3852140077821012,0.6147859922178989
BU03639700,3010,1665,0.201,0.659,0.05,0.4,340,1905,20.2,0.32,0.31,9874.0,184,334.665,1330.335,1097.2350000000001,83.25,2245,765,0.11295681063122924,0.632890365448505,0.2541528239202658,0.7458471760797342
BU03639701,1685,870,0.19399999999999998,0.613,0.053,0.5,160,1230,,0.18,0.17,9658.0,189,168.77999999999997,701.22,533.31,46.11,1390,295,0.09495548961424333,0.7299703264094956,0.17507418397626112,0.8249258160237388
BU03639702,3310,1405,0.027000000000000003,0.215,0.294,1.0,455,1125,29.0,0.65,0.64,5210.0,287,37.935,1367.065,302.075,413.07,1580,1730,0.13746223564954682,0.33987915407854985,0.5226586102719033,0.4773413897280967
BU03639703,3420,1645,0.11900000000000001,0.46299999999999997,0.12300000000000001,0.7,390,1750,23.7,0.77,0.72,4770.0,215,195.75500000000002,1449.245,761.635,202.335,2140,1280,0.11403508771929824,0.5116959064327485,0.3742690058479532,0.6257309941520468
BU03639800,1485,635,0.051,0.32,0.25,1.1,150,165,,0.35,0.29,5106.0,283,32.385,602.615,203.20000000000002,158.75,315,1170,0.10101010101010101,0.1111111111111111,0.7878787878787878,0.21212121212121213
BU03639801,120,35,,,,,15,10,,1.67,1.46,82.0,,,,,,25,95,0.125,0.08333333333333333,0.7916666666666666,0.20833333333333334
